parcel_id,authorityname,restriction,restriction_term,zone,landuse
14559,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12864,CAZ,flightzone,unlimited,Low Density,Residential
12930,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12616,EMA,river basin,unlimited,Medium Density,Residential
12524,Epworth Local Board,residential,limited,High Density,Residential
13057,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14543,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13272,Epworth Local Board,residential,limited,High Density,Residential
14622,EMA,wetland,unlimited,Factories,Residential
14637,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12887,CAZ,flightzone,unlimited,Low Density,Residential
14721,Epworth Local Board,residential,limited,High Density,Residential
14602,ZMM,monument (balancing rocks),unlimited,Factories,Residential
11809,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12517,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
11843,Epworth Local Board,residential,limited,High Density,Residential
13013,EMA,wetland,unlimited,Factories,Residential
13006,EMA,river basin,unlimited,Medium Density,Residential
12870,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12615,CAZ,flightzone,unlimited,Low Density,Residential
12884,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12899,EMA,river basin,unlimited,Medium Density,Residential
14636,Epworth Local Board,residential,limited,High Density,Residential
13251,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13252,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13253,Epworth Local Board,residential,limited,High Density,Residential
14576,EMA,wetland,unlimited,Factories,Residential
13254,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13255,CAZ,flightzone,unlimited,Low Density,Residential
13256,Epworth Local Board,residential,limited,High Density,Residential
13007,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13257,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12830,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13008,Epworth Local Board,residential,limited,High Density,Residential
12614,EMA,wetland,unlimited,Factories,Residential
13005,EMA,river basin,unlimited,Medium Density,Residential
12869,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12871,CAZ,flightzone,unlimited,Low Density,Residential
14635,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13038,EMA,river basin,unlimited,Medium Density,Residential
12935,Epworth Local Board,residential,limited,High Density,Residential
12868,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14623,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12921,Epworth Local Board,residential,limited,High Density,Residential
13012,EMA,wetland,unlimited,Factories,Residential
11844,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12516,CAZ,flightzone,unlimited,Low Density,Residential
13092,Epworth Local Board,residential,limited,High Density,Residential
12867,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13540,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12636,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13462,Epworth Local Board,residential,limited,High Density,Residential
12635,EMA,wetland,unlimited,Factories,Residential
12637,EMA,river basin,unlimited,Medium Density,Residential
13089,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12634,CAZ,flightzone,unlimited,Low Density,Residential
12633,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13269,EMA,river basin,unlimited,Medium Density,Residential
12632,Epworth Local Board,residential,limited,High Density,Residential
12866,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12631,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14634,Epworth Local Board,residential,limited,High Density,Residential
12630,EMA,wetland,unlimited,Factories,Residential
12629,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13463,CAZ,flightzone,unlimited,Low Density,Residential
14624,Epworth Local Board,residential,limited,High Density,Residential
12613,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13048,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13058,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12898,Epworth Local Board,residential,limited,High Density,Residential
13387,EMA,wetland,unlimited,Factories,Residential
13386,EMA,river basin,unlimited,Medium Density,Residential
13385,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13388,CAZ,flightzone,unlimited,Low Density,Residential
13448,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13249,EMA,river basin,unlimited,Medium Density,Residential
12553,Epworth Local Board,residential,limited,High Density,Residential
13464,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14633,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14549,Epworth Local Board,residential,limited,High Density,Residential
11852,EMA,wetland,unlimited,Factories,Residential
12552,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13461,CAZ,flightzone,unlimited,Low Density,Residential
14625,Epworth Local Board,residential,limited,High Density,Residential
12638,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13378,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13367,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12865,Epworth Local Board,residential,limited,High Density,Residential
13011,EMA,wetland,unlimited,Factories,Residential
12929,EMA,river basin,unlimited,Medium Density,Residential
12612,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12883,CAZ,flightzone,unlimited,Low Density,Residential
14720,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14632,EMA,river basin,unlimited,Medium Density,Residential
14558,Epworth Local Board,residential,limited,High Density,Residential
12554,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12639,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14542,Epworth Local Board,residential,limited,High Density,Residential
14584,EMA,wetland,unlimited,Factories,Residential
13080,ZMM,monument (balancing rocks),unlimited,High Density,Residential
14631,CAZ,flightzone,unlimited,Low Density,Residential
12928,Epworth Local Board,residential,limited,High Density,Residential
13081,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12525,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12611,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13010,Epworth Local Board,residential,limited,High Density,Residential
12555,EMA,wetland,unlimited,Factories,Residential
12829,EMA,river basin,unlimited,Medium Density,Residential
14577,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12640,CAZ,flightzone,unlimited,Low Density,Residential
14630,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14603,EMA,river basin,unlimited,Medium Density,Residential
12888,Epworth Local Board,residential,limited,High Density,Residential
13258,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13218,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13217,Epworth Local Board,residential,limited,High Density,Residential
13273,EMA,wetland,unlimited,Factories,Residential
14578,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13268,CAZ,flightzone,unlimited,Low Density,Residential
12551,Epworth Local Board,residential,limited,High Density,Residential
12641,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14626,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12897,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13047,Epworth Local Board,residential,limited,High Density,Residential
13059,EMA,wetland,unlimited,Factories,Residential
12927,EMA,river basin,unlimited,Medium Density,Residential
12922,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13039,CAZ,flightzone,unlimited,Low Density,Residential
12882,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12515,EMA,river basin,unlimited,Medium Density,Residential
12642,Epworth Local Board,residential,limited,High Density,Residential
13366,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13449,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13093,Epworth Local Board,residential,limited,High Density,Residential
13088,EMA,wetland,unlimited,Factories,Residential
12556,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13539,CAZ,flightzone,unlimited,Low Density,Residential
12872,Epworth Local Board,residential,limited,High Density,Residential
14550,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14604,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13004,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13243,Epworth Local Board,residential,limited,High Density,Residential
14621,EMA,wetland,unlimited,Factories,Residential
12873,EMA,river basin,unlimited,Medium Density,Residential
12975,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12643,CAZ,flightzone,unlimited,Low Density,Residential
12874,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13002,EMA,river basin,unlimited,Medium Density,Residential
12875,Epworth Local Board,residential,limited,High Density,Residential
12889,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13244,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13245,Epworth Local Board,residential,limited,High Density,Residential
13246,EMA,wetland,unlimited,Factories,Residential
13247,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13248,CAZ,flightzone,unlimited,Low Density,Residential
12644,Epworth Local Board,residential,limited,High Density,Residential
13001,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12876,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14541,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13079,Epworth Local Board,residential,limited,High Density,Residential
12877,EMA,wetland,unlimited,Factories,Residential
11797,EMA,river basin,unlimited,Medium Density,Residential
13457,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13082,CAZ,flightzone,unlimited,Low Density,Residential
12514,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
11798,EMA,river basin,unlimited,Medium Density,Residential
12881,Epworth Local Board,residential,limited,High Density,Residential
12923,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12550,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12715,Epworth Local Board,residential,limited,High Density,Residential
12716,EMA,wetland,unlimited,Factories,Residential
11807,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12717,CAZ,flightzone,unlimited,Low Density,Residential
12719,Epworth Local Board,residential,limited,High Density,Residential
12526,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12976,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14620,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12674,Epworth Local Board,residential,limited,High Density,Residential
11800,EMA,wetland,unlimited,Factories,Residential
13274,EMA,river basin,unlimited,Medium Density,Residential
13046,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13060,CAZ,flightzone,unlimited,Low Density,Residential
14557,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13460,EMA,river basin,unlimited,Medium Density,Residential
13242,Epworth Local Board,residential,limited,High Density,Residential
13040,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13259,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13003,Epworth Local Board,residential,limited,High Density,Residential
12828,EMA,wetland,unlimited,Factories,Residential
13219,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12924,CAZ,flightzone,unlimited,Low Density,Residential
12896,Epworth Local Board,residential,limited,High Density,Residential
12645,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13216,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13458,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14619,Epworth Local Board,residential,limited,High Density,Residential
13384,EMA,wetland,unlimited,Factories,Residential
13383,EMA,river basin,unlimited,Medium Density,Residential
13382,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13381,CAZ,flightzone,unlimited,Low Density,Residential
13380,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13365,EMA,river basin,unlimited,Medium Density,Residential
13459,Epworth Local Board,residential,limited,High Density,Residential
14605,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14719,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
11801,Epworth Local Board,residential,limited,High Density,Residential
12890,EMA,wetland,unlimited,Factories,Residential
13450,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12557,CAZ,flightzone,unlimited,Low Density,Residential
13538,Epworth Local Board,residential,limited,High Density,Residential
14609,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12895,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
11796,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13083,Epworth Local Board,residential,limited,High Density,Residential
14556,EMA,wetland,unlimited,Factories,Residential
12513,EMA,river basin,unlimited,Medium Density,Residential
14618,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12925,CAZ,flightzone,unlimited,Low Density,Residential
12974,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14610,EMA,river basin,unlimited,Medium Density,Residential
13456,Epworth Local Board,residential,limited,High Density,Residential
12827,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12549,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14555,Epworth Local Board,residential,limited,High Density,Residential
12826,EMA,wetland,unlimited,Factories,Residential
13078,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12673,CAZ,flightzone,unlimited,Low Density,Residential
12825,Epworth Local Board,residential,limited,High Density,Residential
13061,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14540,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12894,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14611,Epworth Local Board,residential,limited,High Density,Residential
12824,EMA,wetland,unlimited,Factories,Residential
12528,EMA,river basin,unlimited,Medium Density,Residential
12926,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13094,CAZ,flightzone,unlimited,Low Density,Residential
12823,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14617,EMA,river basin,unlimited,Medium Density,Residential
14554,Epworth Local Board,residential,limited,High Density,Residential
12822,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12678,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13260,Epworth Local Board,residential,limited,High Density,Residential
13275,EMA,wetland,unlimited,Factories,Residential
12569,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12880,CAZ,flightzone,unlimited,Low Density,Residential
14616,Epworth Local Board,residential,limited,High Density,Residential
13267,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14612,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12879,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12676,Epworth Local Board,residential,limited,High Density,Residential
12878,EMA,wetland,unlimited,Factories,Residential
12999,EMA,river basin,unlimited,Medium Density,Residential
12977,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12691,CAZ,flightzone,unlimited,Low Density,Residential
14553,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14615,EMA,river basin,unlimited,Medium Density,Residential
12677,Epworth Local Board,residential,limited,High Density,Residential
12893,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12718,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12646,Epworth Local Board,residential,limited,High Density,Residential
14614,EMA,wetland,unlimited,Factories,Residential
14613,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13084,CAZ,flightzone,unlimited,Low Density,Residential
11802,Epworth Local Board,residential,limited,High Density,Residential
13045,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12512,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
11803,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12720,Epworth Local Board,residential,limited,High Density,Residential
12558,EMA,wetland,unlimited,Factories,Residential
12651,EMA,river basin,unlimited,Medium Density,Residential
13220,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13215,CAZ,flightzone,unlimited,Low Density,Residential
14551,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14552,EMA,river basin,unlimited,Medium Density,Residential
12892,Epworth Local Board,residential,limited,High Density,Residential
13241,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13240,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13239,Epworth Local Board,residential,limited,High Density,Residential
13238,EMA,wetland,unlimited,Factories,Residential
13237,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13062,CAZ,flightzone,unlimited,Low Density,Residential
12714,Epworth Local Board,residential,limited,High Density,Residential
13537,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14484,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12548,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13077,Epworth Local Board,residential,limited,High Density,Residential
12978,EMA,wetland,unlimited,Factories,Residential
14539,EMA,river basin,unlimited,Medium Density,Residential
12973,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12998,CAZ,flightzone,unlimited,Low Density,Residential
14538,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12690,EMA,river basin,unlimited,Medium Density,Residential
13455,Epworth Local Board,residential,limited,High Density,Residential
11794,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12744,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12571,Epworth Local Board,residential,limited,High Density,Residential
13085,EMA,wetland,unlimited,Factories,Residential
12713,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13454,CAZ,flightzone,unlimited,Low Density,Residential
12529,Epworth Local Board,residential,limited,High Density,Residential
12745,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12997,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13453,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12811,Epworth Local Board,residential,limited,High Density,Residential
12559,EMA,wetland,unlimited,Factories,Residential
13452,EMA,river basin,unlimited,Medium Density,Residential
14485,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12511,CAZ,flightzone,unlimited,Low Density,Residential
14483,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14537,EMA,river basin,unlimited,Medium Density,Residential
12679,Epworth Local Board,residential,limited,High Density,Residential
13451,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13360,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13361,Epworth Local Board,residential,limited,High Density,Residential
13362,EMA,wetland,unlimited,Factories,Residential
13363,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13364,CAZ,flightzone,unlimited,Low Density,Residential
12891,Epworth Local Board,residential,limited,High Density,Residential
12652,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13359,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12608,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12760,Epworth Local Board,residential,limited,High Density,Residential
12712,EMA,wetland,unlimited,Factories,Residential
14536,EMA,river basin,unlimited,Medium Density,Residential
12996,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13358,CAZ,flightzone,unlimited,Low Density,Residential
13261,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13262,EMA,river basin,unlimited,Medium Density,Residential
12647,Epworth Local Board,residential,limited,High Density,Residential
13263,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13264,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12986,Epworth Local Board,residential,limited,High Density,Residential
13357,EMA,wetland,unlimited,Factories,Residential
13265,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12810,CAZ,flightzone,unlimited,Low Density,Residential
13266,Epworth Local Board,residential,limited,High Density,Residential
13044,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12979,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
11804,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12672,Epworth Local Board,residential,limited,High Density,Residential
12671,EMA,wetland,unlimited,Factories,Residential
14535,EMA,river basin,unlimited,Medium Density,Residential
12711,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12721,CAZ,flightzone,unlimited,Low Density,Residential
12743,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14495,EMA,river basin,unlimited,Medium Density,Residential
13095,Epworth Local Board,residential,limited,High Density,Residential
12746,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12972,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12689,Epworth Local Board,residential,limited,High Density,Residential
13221,EMA,wetland,unlimited,Factories,Residential
12560,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13214,CAZ,flightzone,unlimited,Low Density,Residential
11793,Epworth Local Board,residential,limited,High Density,Residential
12547,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12680,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13063,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13076,Epworth Local Board,residential,limited,High Density,Residential
14534,EMA,wetland,unlimited,Factories,Residential
12568,EMA,river basin,unlimited,Medium Density,Residential
13086,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12816,CAZ,flightzone,unlimited,Low Density,Residential
12809,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12995,EMA,river basin,unlimited,Medium Density,Residential
12815,Epworth Local Board,residential,limited,High Density,Residential
12758,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12653,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12814,Epworth Local Board,residential,limited,High Density,Residential
12761,EMA,wetland,unlimited,Factories,Residential
12607,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13235,CAZ,flightzone,unlimited,Low Density,Residential
12813,Epworth Local Board,residential,limited,High Density,Residential
14533,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12985,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14494,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12530,Epworth Local Board,residential,limited,High Density,Residential
12812,EMA,wetland,unlimited,Factories,Residential
12648,EMA,river basin,unlimited,Medium Density,Residential
14488,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13234,CAZ,flightzone,unlimited,Low Density,Residential
12692,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13064,EMA,river basin,unlimited,Medium Density,Residential
12510,Epworth Local Board,residential,limited,High Density,Residential
12808,ZMM,monument (balancing rocks),unlimited,Factories,Residential
11805,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12987,Epworth Local Board,residential,limited,High Density,Residential
13233,EMA,wetland,unlimited,Factories,Residential
14521,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12681,CAZ,flightzone,unlimited,Low Density,Residential
14532,Epworth Local Board,residential,limited,High Density,Residential
12710,ZMM,monument (balancing rocks),unlimited,Factories,Residential
13042,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12806,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12722,Epworth Local Board,residential,limited,High Density,Residential
13232,EMA,wetland,unlimited,Factories,Residential
12688,EMA,river basin,unlimited,Medium Density,Residential
12994,ZMM,monument (balancing rocks),unlimited,High Density,Residential
11792,CAZ,flightzone,unlimited,Low Density,Residential
12561,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12742,EMA,river basin,unlimited,Medium Density,Residential
14496,Epworth Local Board,residential,limited,High Density,Residential
14531,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12817,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13231,Epworth Local Board,residential,limited,High Density,Residential
12747,EMA,wetland,unlimited,Factories,Residential
14487,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12807,CAZ,flightzone,unlimited,Low Density,Residential
12670,Epworth Local Board,residential,limited,High Density,Residential
12971,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12980,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14530,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13230,Epworth Local Board,residential,limited,High Density,Residential
12757,EMA,wetland,unlimited,Factories,Residential
12694,EMA,river basin,unlimited,Medium Density,Residential
12531,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12762,CAZ,flightzone,unlimited,Low Density,Residential
12654,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12791,EMA,river basin,unlimited,Medium Density,Residential
13229,Epworth Local Board,residential,limited,High Density,Residential
13228,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14529,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13227,Epworth Local Board,residential,limited,High Density,Residential
13226,EMA,wetland,unlimited,Factories,Residential
13225,ZMM,monument (balancing rocks),unlimited,High Density,Residential
13224,CAZ,flightzone,unlimited,Low Density,Residential
13223,Epworth Local Board,residential,limited,High Density,Residential
12790,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12606,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
13222,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14528,Epworth Local Board,residential,limited,High Density,Residential
12983,EMA,wetland,unlimited,Factories,Residential
12709,EMA,river basin,unlimited,Medium Density,Residential
12993,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12772,CAZ,flightzone,unlimited,Low Density,Residential
12773,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12509,EMA,river basin,unlimited,Medium Density,Residential
12546,Epworth Local Board,residential,limited,High Density,Residential
12723,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12988,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12567,Epworth Local Board,residential,limited,High Density,Residential
14493,EMA,wetland,unlimited,Factories,Residential
12695,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12805,CAZ,flightzone,unlimited,Low Density,Residential
12741,Epworth Local Board,residential,limited,High Density,Residential
13213,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12792,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14527,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14482,Epworth Local Board,residential,limited,High Density,Residential
14522,EMA,wetland,unlimited,Factories,Residential
12683,EMA,river basin,unlimited,Medium Density,Residential
12649,ZMM,monument (balancing rocks),unlimited,High Density,Residential
14520,CAZ,flightzone,unlimited,Low Density,Residential
13043,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12748,EMA,river basin,unlimited,Medium Density,Residential
14499,Epworth Local Board,residential,limited,High Density,Residential
12793,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14497,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14526,Epworth Local Board,residential,limited,High Density,Residential
12562,EMA,wetland,unlimited,Factories,Residential
13096,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12573,CAZ,flightzone,unlimited,Low Density,Residential
12669,Epworth Local Board,residential,limited,High Density,Residential
12984,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12981,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12982,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
14525,Epworth Local Board,residential,limited,High Density,Residential
14481,EMA,wetland,unlimited,Factories,Residential
12756,EMA,river basin,unlimited,Medium Density,Residential
12818,ZMM,monument (balancing rocks),unlimited,High Density,Residential
12992,CAZ,flightzone,unlimited,Low Density,Residential
12763,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
11779,EMA,river basin,unlimited,Medium Density,Residential
14490,Epworth Local Board,residential,limited,High Density,Residential
14500,ZMM,monument (balancing rocks),unlimited,Factories,Residential
12655,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12687,Epworth Local Board,residential,limited,High Density,Residential
12771,EMA,wetland,unlimited,Factories,Residential
11778,ZMM,monument (balancing rocks),unlimited,High Density,Residential
11772,CAZ,flightzone,unlimited,Low Density,Residential
13075,Epworth Local Board,residential,limited,High Density,Residential
12544,ZMM,monument (balancing rocks),unlimited,Factories,Residential
14524,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
11770,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
11773,Epworth Local Board,residential,limited,High Density,Residential
12740,EMA,wetland,unlimited,Factories,Residential
11774,EMA,river basin,unlimited,Medium Density,Residential
11775,ZMM,monument (balancing rocks),unlimited,High Density,Residential
11776,CAZ,flightzone,unlimited,Low Density,Residential
12699,ZMM,monument (balancing rocks),unlimited,Low Density,Residential
12698,EMA,river basin,unlimited,Medium Density,Residential
11769,Epworth Local Board,residential,limited,High Density,Residential
12788,ZMM,monument (balancing rocks),unlimited,Factories,Residential
